App,Category,Rating,Reviews,Size_MB,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Revenue,Description,Sentiment_Subjectivity
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4571,3.9,500000,Free,0,Everyone,Business,08-07-18,3.3,4.1,0,Curriculum vitae App CV Builder Free Resume Maker,0.8
CV Engineer - Free Resume Maker & CV Templates,BUSINESS,4.6,213,3.8,10000,Free,0,Everyone,Business,11-04-18,3.5.3,5,0,CV Engineer - Free Resume Maker & CV Templates,0.8
CV Examples 2018,FAMILY,4.5,625,26,100000,Free,0,Everyone,Education,30-07-18,4,4,0,CV Examples 2018,0
Curriculum Vitae,BUSINESS,3.7,3757,5,1000000,Free,0,Everyone,Business,29-03-16,2.8,2.3,0,Curriculum Vitae,0
Free resume builder CV maker templates PDF formats,BUSINESS,4.4,9555,4.7,1000000,Free,0,Everyone,Business,19-07-18,7.7,4.1,0,Free resume builder CV maker templates PDF formats,0.8
Resume Builder - Free CV Maker & Premium Templates,BUSINESS,4.6,770,5.6,100000,Free,0,Everyone,Business,03-08-18,1.9,4.4,0,Resume Builder - Free CV Maker & Premium Templates,0.8
Easy Cv maker 2018,BOOKS_AND_REFERENCE,3.9,88,5.3,10000,Free,0,Everyone,Books & Reference,31-03-18,1.1,4,0,Easy Cv maker 2018,0.833333333
Resume PDF Maker / CV Builder,BUSINESS,4.4,2147,2.2,500000,Free,0,Everyone,Business,14-12-17,1.8,4.4,0,Resume PDF Maker / CV Builder,0
Resume & CV Creator by Desygner,PRODUCTIVITY,4.5,48,26,5000,Free,0,Everyone,Productivity,23-07-18,2.11.1,5,0,Resume & CV Creator by Desygner,0
CV S ( CV Editor - Resume ),BUSINESS,4.5,3972,5.6,100000,Free,0,Teen,Business,25-06-18,5.1.14,4,0,CV S ( CV Editor - Resume ),0
CV Formats 2018,FAMILY,4.3,374,26,100000,Free,0,Everyone,Education,09-10-17,1,4,0,CV Formats 2018,0
CV Maker Pro,BUSINESS,3.7,113,8.6,10000,Free,0,Everyone,Business,09-06-18,3.4.3,4.1,0,CV Maker Pro,0
Free CV Creator,TOOLS,3.9,37,21,10000,Free,0,Everyone,Tools,18-07-18,1.3,4.4,0,Free CV Creator,0.8
"Job CV Maker-Portfolio Maker , Resume Maker",FAMILY,3.9,139,4.8,50000,Free,0,Everyone,Education,16-07-18,2.1,4,0,"Job CV Maker-Portfolio Maker , Resume Maker",0
Resume Builder and CV maker app,PRODUCTIVITY,4.3,2303,15,100000,Free,0,Everyone,Productivity,02-08-18,8.9.2.pro,4,0,Resume Builder and CV maker app,0
HOW TO WRITE A CV,BUSINESS,4.1,489,20,100000,Free,0,Everyone,Business,27-06-18,14,4,0,HOW TO WRITE A CV,0
CV EXAMPLES,BUSINESS,4.1,423,20,100000,Free,0,Everyone,Business,07-06-18,11,4,0,CV EXAMPLES,0
Cv maker / Job cv maker,FAMILY,4.4,14,5.5,1000,Free,0,Everyone,Education,27-03-18,1,4,0,Cv maker / Job cv maker,0
"Resume Builder Free, CV Maker & Resume Templates",BUSINESS,4.4,20921,5.7,1000000,Free,0,Everyone,Business,11-01-18,4.0.3,4.1,0,"Resume Builder Free, CV Maker & Resume Templates",0.8
"Free Professional Resume Builder, CV, Cover Letter",BUSINESS,4.2,831,11,50000,Free,0,Everyone,Business,13-06-18,1.3.2.9,4,0,"Free Professional Resume Builder, CV, Cover Letter",0.45
Resume Free,PRODUCTIVITY,4.5,27820,4.7,1000000,Free,0,Everyone,Productivity,29-07-18,2.1,2.3,0,Resume Free,0.8
How to Write CV,BOOKS_AND_REFERENCE,4.6,244,4.1,100000,Free,0,Everyone,Books & Reference,22-04-16,1.0.0,4,0,How to Write CV,0
"Super Resume Builder Pro, CV",BUSINESS,4.4,244,6.9,1000,Paid,4.99,Everyone,Business,17-08-17,4.38,2.3,4990,"Super Resume Builder Pro, CV",0.666666667
Free Resume Builder – CV Maker,BUSINESS,4.4,25,12,5000,Free,0,Everyone,Business,09-06-18,1.5,4.4,0,Free Resume Builder – CV Maker,0.8
CV Builder,BUSINESS,3.8,203,5.9,10000,Free,0,Everyone,Business,30-09-16,2.2.1.0,2.3,0,CV Builder,0
Curriculum Vitae - Resume CV,PRODUCTIVITY,2.6,80,2.2,10000,Free,0,Everyone,Productivity,11-05-17,2.129.12,4.1,0,Curriculum Vitae - Resume CV,0
"Resume Maker:Free CV Maker,Templates Builder",BUSINESS,4.2,715,7.1,100000,Free,0,Everyone,Business,01-08-18,1.8,4,0,"Resume Maker:Free CV Maker,Templates Builder",0
Resume Builder / CV Maker & Templates,BUSINESS,4.4,25,7.9,5000,Free,0,Everyone,Business,19-01-18,1.0.3,4,0,Resume Builder / CV Maker & Templates,0
CV maker for Job Applications and Resume Maker,TOOLS,4.2,75,25,10000,Free,0,Everyone,Tools,31-01-18,1.1,4,0,CV maker for Job Applications and Resume Maker,0
CV Templates 2018,FAMILY,4,13,26,5000,Free,0,Everyone,Education,09-10-17,1.1,4,0,CV Templates 2018,0
Job CV Maker & Portfolio Maker,FAMILY,4.2,593,4.9,100000,Free,0,Everyone,Education,01-01-18,1.0.2,3,0,Job CV Maker & Portfolio Maker,0
CV Maker for Job Applications:Photo Resume Builder,TOOLS,4,114,25,10000,Free,0,Everyone,Tools,09-06-18,1.5,4,0,CV Maker for Job Applications:Photo Resume Builder,0
CV Creator,FAMILY,4.4,31,8.3,10000,Free,0,Everyone,Education,08-01-18,1.2.1,4.2,0,CV Creator,0
Resume ( CV Editor ),BUSINESS,4.5,416,6,10000,Free,0,Everyone,Business,30-06-18,1.2,4,0,Resume ( CV Editor ),0
CV Maker,PERSONALIZATION,3.2,114,3,10000,Free,0,Everyone,Personalization,18-03-16,1.02,4,0,CV Maker,0
Resume Maker - Creator,BUSINESS,4.3,740,19,50000,Free,0,Everyone,Business,04-08-18,1.1.2,4,0,Resume Maker - Creator,0
CV Builder for Smart Resumes,BUSINESS,3.4,22,4.1,1000,Free,0,Everyone,Business,23-05-17,1.9,4,0,CV Builder for Smart Resumes,0.642857143
CV-RECORD Pro,COMMUNICATION,2.3,42,6,1000,Paid,0.99,Everyone,Communication,12-01-17,1.0.5,4.1,990,CV-RECORD Pro,0
CV-Library Job Search,BUSINESS,4.4,6997,4.6,100000,Free,0,Everyone,Business,06-07-18,6.8.0,4.1,0,CV-Library Job Search,0
CV Samples 2018,BUSINESS,4.3,34,26,10000,Free,0,Everyone,Business,10-10-17,1,4,0,CV Samples 2018,0
"Easy Resume Builder, Resume help, Curriculum vitae",TOOLS,4.3,996,10,50000,Free,0,Everyone,Tools,28-09-17,2.3,4,0,"Easy Resume Builder, Resume help, Curriculum vitae",0.833333333
Resume / CV,BUSINESS,3.6,125,5,10000,Free,0,Everyone,Business,28-12-15,2,2.3,0,Resume / CV,0
VisualCV Resume Builder,BUSINESS,4.6,2555,16,100000,Free,0,Everyone,Business,02-06-17,2.5.0,4.4,0,VisualCV Resume Builder,0
Resume Maker / CV creator & Templates,TOOLS,4.2,54,22,5000,Free,0,Everyone,Tools,15-04-18,1.0.6,4,0,Resume Maker / CV creator & Templates,0
Resume Builder - Curriculum Vitae & Resume Maker,BUSINESS,4,12,8.1,5000,Free,0,Everyone,Business,07-06-18,1.9,4,0,Resume Builder - Curriculum Vitae & Resume Maker,0
The CW,FAMILY,4.4,288209,21,5000000,Free,0,Teen,Entertainment,23-07-18,2.17,4.4,0,The CW,0
CW Seed,FAMILY,4.5,16391,13,500000,Free,0,Teen,Entertainment,18-07-18,1.16,4.4,0,CW Seed,0
The CW TV app,FAMILY,3.2,24,4.8,5000,Free,0,Everyone,Entertainment,28-07-18,1.1,3.2,0,The CW TV app,0
CW TV,NEWS_AND_MAGAZINES,1.7,367,6.1,50000,Free,0,Everyone,News & Magazines,02-03-18,1.7,4,0,CW TV,0
The CW TN app 2018,FAMILY,2.2,54,4.3,10000,Free,0,Everyone,Entertainment,30-04-18,1,3.2,0,The CW TN app 2018,0
Archie Comics,COMICS,3.8,5084,6.2,100000,Free,0,Everyone,Comics,19-06-18,2.2.0,4.3,0,Archie Comics,0
2 Amateur ham radio CW Morse code practice keys TX,COMMUNICATION,4.8,6,3.5,100,Paid,1.49,Everyone,Communication,05-03-18,1.0.9,1.6,149,2 Amateur ham radio CW Morse code practice keys TX,0.25
Cartoon Wars: Blade,GAME,4.4,165656,38,5000000,Free,0,Teen,Arcade,07-02-18,1.1.0,2.3,0,Cartoon Wars: Blade,0
FANDOM: Arrow and The Flash,FAMILY,4.5,3935,9.5,100000,Free,0,Mature 17+,Entertainment,07-06-18,2.9.8,4.4,0,FANDOM: Arrow and The Flash,0
CW Beacon for Ham Radio,COMMUNICATION,4.8,10,0.50390625,100,Paid,1.49,Everyone,Communication,22-01-15,KM,1.6,149,CW Beacon for Ham Radio,0
IZ2UUF Morse Koch CW,COMMUNICATION,4.6,649,0.817382813,50000,Free,0,Everyone,Communication,08-08-13,1.0.013,2.1,0,IZ2UUF Morse Koch CW,0
Morse Decoder for Ham Radio,COMMUNICATION,3.7,166,2,5000,Paid,4.99,Everyone,Communication,14-03-17,1.52,2.3,24950,Morse Decoder for Ham Radio,0
C W Browser,COMMUNICATION,4.4,14,17,100,Free,0,Everyone,Communication,28-10-17,1,4,0,C W Browser,0
Canon CameraWindow,PHOTOGRAPHY,3.5,12204,6.8,1000000,Free,0,Everyone,Photography,14-03-17,1.5.2.21,2.3,0,Canon CameraWindow,0
Saiyan Of CW,FAMILY,3.8,5,1.1,500,Free,0,Everyone,Role Playing,31-07-18,2.0.10,4,0,Saiyan Of CW,0
CW Studio ®,COMMUNICATION,3.8,9,0.76171875,100,Paid,0.99,Everyone,Communication,19-05-15,1.2,2.3,99,CW Studio ®,0
20WPM Amateur ham radio Koch CW Morse code trainer,COMMUNICATION,4.3,12,3.7,100,Paid,1.49,Everyone,Communication,22-05-18,3.0.4,2.1,149,20WPM Amateur ham radio Koch CW Morse code trainer,0.25
Morse Trainer for Ham Radio,COMMUNICATION,4.6,265,2.6,10000,Paid,2.99,Everyone,Communication,06-01-18,2.28,2.3,29900,Morse Trainer for Ham Radio,0
The Church at CW,LIFESTYLE,4.5,2,7.8,100,Free,0,Teen,Lifestyle,25-06-18,3.8.0,4.1,0,The Church at CW,0
Morse Machine for Ham Radio,COMMUNICATION,4.8,341,9.6,5000,Paid,0.99,Everyone,Communication,20-02-15,iu4,2,4950,Morse Machine for Ham Radio,0
Morse Player,FAMILY,5,12,2.4,100,Paid,1.99,Everyone,Education,23-01-17,2.1.1,3,199,Morse Player,0
My CW,TOOLS,3,1,55,100,Free,0,Everyone,Tools,27-10-16,2.35.1,4.1,0,My CW,0
30WPM Amateur ham radio Koch CW Morse code trainer,FAMILY,5,1,3.7,10,Paid,1.49,Everyone,Education,18-05-18,2.0.2,2.1,14.9,30WPM Amateur ham radio Koch CW Morse code trainer,0.25
DC All Access,FAMILY,4.4,12639,96,500000,Free,0,Teen,Entertainment,17-10-17,3.5,4.1,0,DC All Access,0
Koch Morse Trainer Pro,COMMUNICATION,4.6,94,1.1,1000,Paid,2.49,Everyone,Communication,14-02-15,2.1.1,2.2,2490,Koch Morse Trainer Pro,0
Morse Code Reader,COMMUNICATION,3.9,1436,0.01953125,100000,Free,0,Everyone,Communication,26-08-13,1,1.6,0,Morse Code Reader,0
CW Nuclear,BOOKS_AND_REFERENCE,3.3,15,12,1000,Free,0,Everyone,Books & Reference,17-11-17,1.2,4,0,CW Nuclear,0
CW Deposit,BUSINESS,3,4,0.486328125,1000,Free,0,Everyone,Business,06-02-14,2.1.5,2.1,0,CW Deposit,0
Hallmark Channel Everywhere,FAMILY,4.2,6784,13,500000,Free,0,Everyone,Entertainment,30-08-17,2.3.0,4.4,0,Hallmark Channel Everywhere,0
Morse Player Free,FAMILY,4.2,268,4.2,50000,Free,0,Everyone,Education,23-01-17,2.1.1,3,0,Morse Player Free,0.8
News 8 San Diego,NEWS_AND_MAGAZINES,4.2,1137,11,50000,Free,0,Everyone,News & Magazines,23-07-18,5.5.0,4.3,0,News 8 San Diego,0
Learn Morse Code - G0HYN Learn Morse,COMMUNICATION,4,27,0.5859375,5000,Free,0,Everyone,Communication,08-05-18,5,2.2,0,Learn Morse Code - G0HYN Learn Morse,0
SYFY,FAMILY,3.2,3069,18,500000,Free,0,Teen,Entertainment,24-05-18,3.3.1.41,4.4,0,SYFY,0
Morse Notifier Free,TOOLS,4.6,79,3,1000,Free,0,Everyone,Tools,08-11-17,2.9.9,4,0,Morse Notifier Free,0.8
AMC,FAMILY,3.2,20843,14,1000000,Free,0,Teen,Entertainment,02-08-18,3.3.85 (2),4.4,0,AMC,0
Cartoon Wars 3,FAMILY,4.1,137674,72,5000000,Free,0,Teen,Role Playing,04-07-18,2.0.2,2.3,0,Cartoon Wars 3,0
Oracle CX Cloud Mobile,BUSINESS,4.4,48,54,5000,Free,0,Everyone,Business,07-07-18,11.13.18.05.07.03,4.4,0,Oracle CX Cloud Mobile,0
CX-10WiFi,FAMILY,4,1419,12,100000,Free,0,Everyone,Casual,25-10-17,2.5_16,4,0,CX-10WiFi,0
CX-OF,FAMILY,4.2,18,37,1000,Free,0,Everyone,Entertainment,31-01-18,7.2.1,4.3,0,CX-OF,0
cx-32wifi,FAMILY,4.1,62,6.5,10000,Free,0,Everyone,Entertainment,14-11-15,1.4,2.2,0,cx-32wifi,0
CX-17WIFI,FAMILY,4.3,49,6.6,10000,Free,0,Everyone,Entertainment,21-03-18,2.3,4.3,0,CX-17WIFI,0
Cathay Pacific,TRAVEL_AND_LOCAL,3.3,4069,50,1000000,Free,0,Everyone,Travel & Local,25-07-18,6.6.1,4.3,0,Cathay Pacific,0
Cx File Explorer,TOOLS,4.7,175,4.3,10000,Free,0,Everyone,Tools,28-07-18,1.0.7,5,0,Cx File Explorer,0
cx-33wifi,FAMILY,4.4,63,7.6,10000,Free,0,Everyone,Entertainment,14-11-15,1.4,2.2,0,cx-33wifi,0
CX-WiFi720P,FAMILY,3.1,47,5.5,10000,Free,0,Everyone,Entertainment,14-11-15,2,2.2,0,CX-WiFi720P,0
CX-60,FAMILY,3.1,19,94,1000,Free,0,Everyone,Casual,09-05-17,1.6,2.3,0,CX-60,0
ACTIVEON CX & CX GOLD,VIDEO_PLAYERS,3.3,439,35,50000,Free,0,Everyone,Video Players & Editors,04-03-16,0.7.9,4,0,ACTIVEON CX & CX GOLD,0
CX North America,BUSINESS,3.9,10,55,500,Free,0,Everyone,Business,14-03-18,1.2,4,0,CX North America,0
CX-10DS,FAMILY,3.4,12,11,1000,Free,0,Everyone,Casual,15-09-17,1.5_6,4,0,CX-10DS,0
CX-37,FAMILY,3.9,13,12,1000,Free,0,Everyone,Casual,30-05-16,1.3_4,3,0,CX-37,0
Avaya CX,BUSINESS,4.4,21,21,1000,Free,0,Everyone,Business,25-07-18,v6.7.14,5,0,Avaya CX,0
TI-Nspire CX Calculator Manual,FAMILY,3.9,11,27,500,Paid,4.99,Everyone,Education,21-07-18,1.3.0,4.1,2495,TI-Nspire CX Calculator Manual,0
CX_WiFiUFO,SPORTS,3.7,818,5.3,100000,Free,0,Everyone,Sports,08-06-16,4.4_23,4,0,CX_WiFiUFO,0
CX watcher,FAMILY,4.5,4,30,500,Free,0,Everyone,Casual,21-06-18,1.5_6,4.1,0,CX watcher,0
Theme For Techno Camon CX,PERSONALIZATION,4.7,42,10,5000,Free,0,Everyone,Personalization,10-05-17,1.0.,4,0,Theme For Techno Camon CX,0
Theme for Tecno Camon CX / C8,LIFESTYLE,4.6,147,9.8,10000,Free,0,Everyone,Lifestyle,02-05-17,1.0.1,4,0,Theme for Tecno Camon CX / C8,0
Oración CX,LIFESTYLE,5,103,3.8,5000,Free,0,Everyone,Lifestyle,12-09-17,5.1.10,4.1,0,Oración CX,0
CX-40,FAMILY,3,2,33,100,Free,0,Everyone,Entertainment,14-12-17,3,4,0,CX-40,0
Ring,COMMUNICATION,3.9,517,35,10000,Free,0,Everyone,Communication,06-08-18,20180805,4.4,0,Ring,0
cx advance call blocker,PERSONALIZATION,5,3,3.4,50,Free,0,Everyone,Personalization,09-04-18,1,4,0,cx advance call blocker,0
CX Ram Booster,TOOLS,3.9,12,2.5,500,Free,0,Everyone,Tools,02-06-17,1,2.2,0,CX Ram Booster,0
CXmodel-ufo,FAMILY,3.8,19,12,1000,Free,0,Everyone,Entertainment,19-01-17,2.1,2.2,0,CXmodel-ufo,0
Secret Codes For Android,TOOLS,3.6,6060,0.578125,500000,Free,0,Everyone,Tools,04-02-16,2,2.1,0,Secret Codes For Android,0.7
Absolute RC Heli Simulator,SPORTS,3.9,654,50,10000,Paid,4.99,Everyone,Sports,20-12-17,3.29,4.1,49900,Absolute RC Heli Simulator,0.9
WiFi FPV,FAMILY,3.8,316,19,100000,Free,0,Everyone,Entertainment,01-06-17,1.8,2.2,0,WiFi FPV,0
go41cx,FAMILY,4.8,171,1,1000,Paid,10,Everyone,Education,18-10-16,1.7.0,2.2,10000,go41cx,0
Freecell CY,GAME,4,387,1.1,50000,Free,0,Everyone,Card,16-04-11,1.3.3,1.6,0,Freecell CY,0
Cytus II,GAME,4.7,16851,81,100000,Paid,1.99,Everyone 10+,Music,03-08-18,1.5.0,4.4,199000,Cytus II,0
Cy-Reader,FAMILY,4.8,17,15,100,Free,0,Everyone,Education,03-08-18,1.7,4.2,0,Cy-Reader,0
Cy-Fair FCU Mobile Banking,FINANCE,4.7,439,13,5000,Free,0,Everyone,Finance,30-01-18,5.7.1.0,5,0,Cy-Fair FCU Mobile Banking,0
Cytus,GAME,4.7,541732,20,5000000,Free,0,Everyone,Music,09-02-18,10.0.10,2.3,0,Cytus,0
Cy-Ranch,NEWS_AND_MAGAZINES,4.5,27,7.1,500,Free,0,Everyone,News & Magazines,06-05-18,7.5.0,4.1,0,Cy-Ranch,0
Recycling Cy,LIFESTYLE,4,47,4.5,1000,Free,0,Everyone,Lifestyle,02-08-17,2,3.2,0,Recycling Cy,0
CY.SEND Online Top Up,FINANCE,3.2,191,10,10000,Free,0,Everyone,Finance,25-01-18,4.5.6,4,0,CY.SEND Online Top Up,0.5
Alpha Bank CY,FINANCE,4.7,39,20,1000,Free,0,Everyone,Finance,20-03-18,1.11,4.3,0,Alpha Bank CY,0
Cy Messenger,COMMUNICATION,4.5,4,8.1,100,Free,0,Everyone,Communication,30-08-14,1.3.0,2.3,0,Cy Messenger,0
Igitabo cy'Indirimbo,FAMILY,4.5,93,1.6,50000,Free,0,Everyone,Entertainment,05-02-18,INDIRIMBO V.2014.002,1.6,0,Igitabo cy'Indirimbo,0
Doctor Finder CY,MEDICAL,4.9,57,6.1,1000,Free,0,Everyone,Medical,11-11-15,1.7,3,0,Doctor Finder CY,0
Eshopcy.com.cy,SHOPPING,4.2,182,4.9,5000,Free,0,Everyone,Shopping,03-08-18,1.3,2.2,0,Eshopcy.com.cy,0
Cy-Fair VFD EMS Protocols,MEDICAL,5,2,20,100,Free,0,Everyone 10+,Medical,21-09-17,1.8.3,4.1,0,Cy-Fair VFD EMS Protocols,0
Cy-Fair Christian Church,LIFESTYLE,5,2,9.3,100,Free,0,Everyone,Lifestyle,03-08-17,24.8.1,4.1,0,Cy-Fair Christian Church,0
Shadowverse CCG,GAME,4.2,47340,61,1000000,Free,0,Teen,Card,30-07-18,2.2.15,4.1,0,Shadowverse CCG,0
CY Digital Net,SHOPPING,4.7,3,5.8,500,Free,0,Everyone,Shopping,01-08-17,2.0.0,4,0,CY Digital Net,0
Cymath - Math Problem Solver,FAMILY,4.5,10159,6.4,1000000,Free,0,Everyone,Education,13-04-18,2.17,4.1,0,Cymath - Math Problem Solver,0
Rewards,FINANCE,3.8,57,4,5000,Free,0,Everyone,Finance,15-12-17,4.1,2.3,0,Rewards,0
Army of Heroes,FAMILY,4.5,85015,46,1000000,Free,0,Everyone 10+,Strategy,01-08-18,1.03.06,4,0,Army of Heroes,0
Math Solver,FAMILY,4.3,2250,30,100000,Free,0,Everyone,Education,21-11-17,1.2,4.1,0,Math Solver,0
Cyprus Bus Companion,MAPS_AND_NAVIGATION,3.9,112,1.4,10000,Free,0,Everyone,Maps & Navigation,26-12-13,1.3,2.2,0,Cyprus Bus Companion,0
Cyprus Police,SOCIAL,4.2,226,15,10000,Free,0,Everyone 10+,Social,31-01-18,1.122.250.1421,2.2,0,Cyprus Police,0
foody Cyprus - online ordering,SHOPPING,4.5,214,1.8,10000,Free,0,Everyone,Shopping,27-02-18,2.92,4,0,foody Cyprus - online ordering,0
Death Dragon Knights RPG,FAMILY,4.1,11179,19,1000000,Free,0,Teen,Role Playing,16-09-16,2.7,2.3,0,Death Dragon Knights RPG,0
Bank Of Cyprus,FINANCE,4.1,1514,12,100000,Free,0,Everyone,Finance,14-02-18,1.1,4.1,0,Bank Of Cyprus,0
Map of Cyprus offline,TRAVEL_AND_LOCAL,4.6,470,21,10000,Free,0,Everyone,Travel & Local,12-03-18,3.9,2.3,0,Map of Cyprus offline,0
McDelivery Cyprus,FOOD_AND_DRINK,3.3,60,25,10000,Free,0,Everyone,Food & Drink,14-05-18,3.1.46 (CY02),4.3,0,McDelivery Cyprus,0
CZ-USA,LIFESTYLE,4.5,11,3.4,1000,Free,0,Everyone,Lifestyle,01-03-16,1.0.2,4,0,CZ-USA,0
CZ File Manager,TOOLS,2.2,876,8.7,1000000,Free,0,Everyone,Tools,06-08-18,3.2.3,4.2,0,CZ File Manager,0
Security Camera CZ,HOUSE_AND_HOME,4.4,137,19,10000,Free,0,Everyone,House & Home,17-07-18,1.1.10,4.1,0,Security Camera CZ,0
Šmelina .cz inzeráty inzerce,SHOPPING,3.9,117,9.8,10000,Free,0,Everyone,Shopping,13-05-18,1.3,4,0,Šmelina .cz inzeráty inzerce,0
Alzashop.com,SHOPPING,4.5,32014,18,500000,Free,0,Everyone,Shopping,03-08-18,Varies with device,,0,Alzashop.com,0
KFC CZ,LIFESTYLE,2.8,1189,18,100000,Free,0,Everyone,Lifestyle,27-06-18,5.1.0,4,0,KFC CZ,0
Skylink Live TV CZ,FAMILY,3.3,2802,15,100000,Free,0,Teen,Entertainment,11-07-18,5,4.3,0,Skylink Live TV CZ,0.5
Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56409,43,1000000,Free,0,Everyone,Maps & Navigation,26-06-18,6.2.0,4.1,0,Mapy.cz - Cycling & Hiking offline maps,0
Online TV CZ/SK PRO,VIDEO_PLAYERS,3.1,167,2,1000,Paid,0.99,Everyone,Video Players & Editors,21-06-18,3.3.2,4,990,Online TV CZ/SK PRO,0
Rande.cz,SOCIAL,3.2,398,2.2,50000,Free,0,Mature 17+,Social,03-12-14,1.0.1,2.3,0,Rande.cz,0
Breweries (CZ/SK),LIFESTYLE,4.4,1740,4.4,50000,Free,0,Teen,Lifestyle,27-07-17,3.1.0,4.1,0,Breweries (CZ/SK),0
reality.cz,HOUSE_AND_HOME,4.1,1372,5.4,50000,Free,0,Everyone,House & Home,15-02-18,2.9.0,4.1,0,reality.cz,0
CZ-Help,BOOKS_AND_REFERENCE,5,2,1.4,5,Free,0,Everyone,Books & Reference,13-07-18,0.1,4.4,0,CZ-Help,0
CZ-Cyberon Voice Commander,TOOLS,3.8,131,3.3,1000,Paid,5.99,Everyone,Tools,07-03-17,3.2.17030601,2.2,5990,CZ-Cyberon Voice Commander,0
HTC Sense Input - CZ,TOOLS,4.3,87,7.3,10000,Free,0,Everyone,Tools,09-11-15,1.0.612933,5,0,HTC Sense Input - CZ,0
WebCams,WEATHER,4.6,3963,23,100000,Free,0,Everyone,Weather,17-07-18,5.2.11,4.2,0,WebCams,0
Wallpaper.cz,PHOTOGRAPHY,4.9,7,2.2,100,Free,0,Everyone,Photography,11-07-15,1.2.0,3,0,Wallpaper.cz,0
CZ Kompas,TOOLS,5,2,3.5,10,Free,0,Everyone,Tools,09-07-18,1.1,4,0,CZ Kompas,0
MYTO CZ,MAPS_AND_NAVIGATION,2.9,30,4.8,5000,Free,0,Everyone,Maps & Navigation,17-02-16,1.2,4.1,0,MYTO CZ,0
PLAYzone.cz,FAMILY,4.4,14,7.3,500,Free,0,Everyone,Entertainment,07-11-17,2.1.3,4.1,0,PLAYzone.cz,0
Tools & Mi Band,HEALTH_AND_FITNESS,4.4,15753,13,100000,Paid,3.49,Everyone,Health & Fitness,26-07-18,3.7.3,4.3,349000,Tools & Mi Band,0
TeeTime.cz,SPORTS,4.6,1641,6.2,10000,Free,0,Everyone,Sports,02-08-18,1.18.34,4,0,TeeTime.cz,0
What is my IP address,TOOLS,4.5,4228,0.640625,500000,Free,0,Everyone,Tools,02-07-18,2.95,4,0,What is my IP address,0
Windguru Lite,WEATHER,4,9307,5,1000000,Free,0,Everyone,Weather,09-01-18,2.0.8,4.4,0,Windguru Lite,0
Da Fit,SPORTS,3.5,1151,8.3,10000,Free,0,Everyone,Sports,23-07-18,v1.0.0-195-gb96d9f2,4.4,0,Da Fit,0.4
Dan the Man: Action Platformer,GAME,4.8,528550,73,10000000,Free,0,Teen,Arcade,26-07-18,1.2.6,4.1,0,Dan the Man: Action Platformer,0.1
Ghost Detector,FAMILY,3.5,35337,7.4,5000000,Free,0,Teen,Entertainment,25-05-18,1.7.28,4,0,Ghost Detector,0
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22,10000000,Free,0,Everyone,Photography,06-07-18,1.5.1,4.4,0,"Face Filter, Selfie Editor - Sweet Camera",0.65
Master for Minecraft(Pocket Edition)-Mod Launcher,TOOLS,4.6,2674051,26,50000000,Free,0,Everyone,Tools,06-08-18,2.1.69,4,0,Master for Minecraft(Pocket Edition)-Mod Launcher,0
King of Math,FAMILY,4.4,766,14,10000,Paid,2.99,Everyone,Education;Education,22-05-18,1.0.11,2.2,29900,King of Math,0
Translate: text & voice translator,TOOLS,4.3,122010,7.3,5000000,Free,0,Everyone,Tools,14-07-18,Translator 10.9.2,4,0,Translate: text & voice translator,0
The Zueira's Voice,TOOLS,4.7,136540,3.1,1000000,Free,0,Everyone,Tools,10-07-18,4.75,4,0,The Zueira's Voice,0
Battery Calibration,TOOLS,4.4,134412,11,5000000,Free,0,Everyone,Tools,27-07-18,3.0.5,4.4,0,Battery Calibration,0
Thuglife Video Maker,FAMILY,3.5,38824,12,1000000,Free,0,Mature 17+,Entertainment,21-01-18,2.4.1,5,0,Thuglife Video Maker,0
MadLipz,FAMILY,4.6,171017,13,10000000,Free,0,Teen,Entertainment,22-07-18,2.2.2,4.4,0,MadLipz,0
Soccer FC,SPORTS,3.9,6289,33,1000000,Free,0,Everyone,Sports,21-07-16,1.2,2.3,0,Soccer FC,0
Geometry Dash SubZero,GAME,4.6,260527,49,10000000,Free,0,Everyone,Arcade,21-12-17,1,4,0,Geometry Dash SubZero,0
Escaping the Prison,FAMILY,4.2,419375,31,10000000,Free,0,Everyone 10+,Casual,21-06-16,1.2.2,2.3,0,Escaping the Prison,0
Quiz TRUE or FALSE,GAME,4.6,2464,34,50000,Free,0,Everyone,Trivia,13-02-18,1.1,4.1,0,Quiz TRUE or FALSE,0.625
Glam Doll Salon - Chic Fashion,FAMILY,4,93898,44,10000000,Free,0,Everyone,Casual,26-05-17,1.1,4.1,0,Glam Doll Salon - Chic Fashion,0
Siren Ringtones,PERSONALIZATION,4.2,42190,11,5000000,Free,0,Teen,Personalization,08-07-18,Varies with device,,0,Siren Ringtones,0
Peppa Pig: Party Time,FAMILY,3.8,52,55,10000,Paid,2.99,Everyone,Educational;Pretend Play,08-08-17,1.2.1,2.3,29900,Peppa Pig: Party Time,0
COOKING MAMA Let's Cook!,FAMILY,4.3,528917,59,10000000,Free,0,Everyone,Educational;Pretend Play,26-07-18,1.38.0,4.1,0,COOKING MAMA Let's Cook!,0
